Title,Artist,Link
 Riders from South Frieze of the Parthenon (1836-1837),Joseph Cavagnari,https://collections.ed.ac.uk/art/record/20717?highlight=*:*
 Portrait of a Woman (1957),Colin Turner,https://collections.ed.ac.uk/art/record/21143?highlight=*:*
 Seated Woman (30 May 1949),David McClure,https://collections.ed.ac.uk/art/record/21039?highlight=*:*
 Portrait of a Woman in a Hat (1958),Pat Calder,https://collections.ed.ac.uk/art/record/20959?highlight=*:*
 Untitled (1977),Katherine Keil,https://collections.ed.ac.uk/art/record/21618?highlight=*:*
 Portrait of Man in a Hat (1951),Adam Hogg,https://collections.ed.ac.uk/art/record/21239?highlight=*:*
 Cat (1950),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/21323?highlight=*:*
 From Early Italian Poets (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21001?highlight=*:*
 Standing Male Nude ,Jessie May Stirling,https://collections.ed.ac.uk/art/record/20834?highlight=*:*
 Seated Man Seen from Behind (Circa 1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21089?highlight=*:*
 Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99812?highlight=*:*
 Munich Olympics (1972),Alan Davie,https://collections.ed.ac.uk/art/record/21536?highlight=*:*
 Travelling (Nov 1947),Dorothy M. Peach,https://collections.ed.ac.uk/art/record/21737?highlight=*:*
 Filtrate (1991),Joan Rutie,https://collections.ed.ac.uk/art/record/21967?highlight=*:*
 Composition unified by blue using under colour orange (1962),John Bellany,https://collections.ed.ac.uk/art/record/20777?highlight=*:*
 Still Life (1983),Ruth Stirling,https://collections.ed.ac.uk/art/record/122772?highlight=*:*
 Untitled (1968),Gillian Mather,https://collections.ed.ac.uk/art/record/22500?highlight=*:*
 Untitled ,Peter Pretsell,https://collections.ed.ac.uk/art/record/99796?highlight=*:*
 Opuntia Claiata (1993),Jane Watt,https://collections.ed.ac.uk/art/record/21956?highlight=*:*
 Five Figures in Light and Shade (1960),Ann F Ward,https://collections.ed.ac.uk/art/record/122800?highlight=*:*
 Double Handled Vessel ,Emma Gillies,https://collections.ed.ac.uk/art/record/53739?highlight=*:*
 Large Head (Circa 1983),Gwen W. Hardie,https://collections.ed.ac.uk/art/record/22622?highlight=*:*
 The Harbour (Apr 1982),Susan Thores,https://collections.ed.ac.uk/art/record/21974?highlight=*:*
 Unknown ,Alan M. Alexander,https://collections.ed.ac.uk/art/record/50599?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21874?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21952?highlight=*:*
 Portrait of a Woman Wearing a Hat (1951),Alexandra Bennett,https://collections.ed.ac.uk/art/record/21232?highlight=*:*
 Whitey 1.1 (2015),Stephanie Maclean,https://collections.ed.ac.uk/art/record/53780?highlight=*:*
 The Ruins (1948),James W. H. Cumming,https://collections.ed.ac.uk/art/record/122891?highlight=*:*
 Tottenham Court Road Underground (1987),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21702?highlight=*:*
 Portrait of a Young Woman (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20879?highlight=*:*
 Untitled (1989),Karen Guthrie,https://collections.ed.ac.uk/art/record/21886?highlight=*:*
" HKD Burg Giebichenstein Halle, Germany (Apr 2002)",Sabine Lechner,https://collections.ed.ac.uk/art/record/21908?highlight=*:*
 Unknown (1963),Alexander Wilson,https://collections.ed.ac.uk/art/record/53592?highlight=*:*
 Small Cheeseplant ,Susan Alexander,https://collections.ed.ac.uk/art/record/50403?highlight=*:*
 Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50449?highlight=*:*
 2uit Deconstructing One/I'm Not That Basic (2006),Rachel Garguilo,https://collections.ed.ac.uk/art/record/99885?highlight=*:*
 Unknown ,Unknown,https://collections.ed.ac.uk/art/record/50393?highlight=*:*
 Men at Work (1947-1948),Norma G Reid,https://collections.ed.ac.uk/art/record/20829?highlight=*:*
 Unknown (Circa 1890),Unknown,https://collections.ed.ac.uk/art/record/50465?highlight=*:*
 Unknown (1950),Muriel Davidson,https://collections.ed.ac.uk/art/record/53475?highlight=*:*
 Standing Female Nude (1959),R G Browne,https://collections.ed.ac.uk/art/record/20953?highlight=*:*
" Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)",Lara Hirst,https://collections.ed.ac.uk/art/record/100018?highlight=*:*
 Farmland ,Donald Clark,https://collections.ed.ac.uk/art/record/21488?highlight=*:*
 Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50443?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21604?highlight=*:*
 Cityscape ,Norman Taylor,https://collections.ed.ac.uk/art/record/22582?highlight=*:*
 Seated Male Nude with Sword (1955),Fiona C MacCormick,https://collections.ed.ac.uk/art/record/21013?highlight=*:*
 Unknown (1963),James T Carlyle,https://collections.ed.ac.uk/art/record/50501?highlight=*:*
 Untitled - Deli of a Butcher Shop (1984),Heidi J P Kosaniuk,https://collections.ed.ac.uk/art/record/99436?highlight=*:*
 Fine lawn collar (1820),Unknown,https://collections.ed.ac.uk/art/record/102681?highlight=*:*
 Untitled - Yellow Backhoe (1966-1967),James H. Fairgrieve,https://collections.ed.ac.uk/art/record/99386?highlight=*:*
 Untitled ,A. Thomas,https://collections.ed.ac.uk/art/record/111045?highlight=*:*
 Untitled (1967),Lawrence Roche,https://collections.ed.ac.uk/art/record/21758?highlight=*:*
 Small armorial panel ,Unknown,https://collections.ed.ac.uk/art/record/20613?highlight=*:*
" Female Faces, Lips and Dots (Circa 1960)",Jennifer M. Hughes,https://collections.ed.ac.uk/art/record/22531?highlight=*:*
" Electric Railway Station, Limerick (1986)",Jo Ganter,https://collections.ed.ac.uk/art/record/21809?highlight=*:*
 Untitled - Scene with Figures Relaxing in the Sun (1961-1962),Ann F Ward,https://collections.ed.ac.uk/art/record/99352?highlight=*:*
 Unknown (1946),Norma Forrest,https://collections.ed.ac.uk/art/record/50591?highlight=*:*
 Peacocks at Beveridge Park (20 Apr 1984),Unknown,https://collections.ed.ac.uk/art/record/21631?highlight=*:*
 Untitled (Unknown),Wendy Gunn,https://collections.ed.ac.uk/art/record/21718?highlight=*:*
 Reclining Seated Male Nude (1958),Peter Standen,https://collections.ed.ac.uk/art/record/20866?highlight=*:*
 The Stone of Orkney (2012),Teruo Isomi,https://collections.ed.ac.uk/art/record/21366?highlight=*:*
 Don Quixote (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21682?highlight=*:*
 Standing Female Nude (1949),Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/22638?highlight=*:*
 Abstract ,James T Carlyle,https://collections.ed.ac.uk/art/record/21004?highlight=*:*
 Interior Scene of a Bar (1950),Alastair Flattely,https://collections.ed.ac.uk/art/record/21373?highlight=*:*
 Portrait of a Man in Profile (1951),Helmut F G Petzsch,https://collections.ed.ac.uk/art/record/21392?highlight=*:*
 The Potato-Sorters (1947),Allan W. Robson,https://collections.ed.ac.uk/art/record/21742?highlight=*:*
 Two Seated Female Nudes (31 MAY 1951),Fiona M Mouat,https://collections.ed.ac.uk/art/record/21196?highlight=*:*
 Portrait of a Woman (1958),Dorothy Durward,https://collections.ed.ac.uk/art/record/21141?highlight=*:*
 Putti with Candelabra (left group) ,Unknown,https://collections.ed.ac.uk/art/record/20539?highlight=*:*
 Chair seat (1700?-1850?),Unknown,https://collections.ed.ac.uk/art/record/100007?highlight=*:*
" Painting, Sculpture and Tapestry exhibition poster (1989)",Unknown,https://collections.ed.ac.uk/art/record/21848?highlight=*:*
 Untitled (1966),Molly Harris,https://collections.ed.ac.uk/art/record/99835?highlight=*:*
 Unknown (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21859?highlight=*:*
 Young Boy (1963),Roger Cameron,https://collections.ed.ac.uk/art/record/21265?highlight=*:*
 Untitled (1946),Eileen Bennett,https://collections.ed.ac.uk/art/record/21732?highlight=*:*
 The Sun Dissolves while Man Looks Away from the Unborn Child Mesmerized by the New Technologies ,"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21703?highlight=*:*
 Untitled (2007),Gordon Brennan,https://collections.ed.ac.uk/art/record/99976?highlight=*:*
 Untitled (Unknown),Alice Crombie,https://collections.ed.ac.uk/art/record/21712?highlight=*:*
 Oval plate ,Emma Gillies,https://collections.ed.ac.uk/art/record/53730?highlight=*:*
 Untitled (Unknown),Matt Gamber,https://collections.ed.ac.uk/art/record/99913?highlight=*:*
 Portrait of a Woman (1953),Llewella C. Brayne,https://collections.ed.ac.uk/art/record/21199?highlight=*:*
 Portrait of a Bearded Man with Bow Tie ,Unknown,https://collections.ed.ac.uk/art/record/22611?highlight=*:*
 Herrings ,Unknown,https://collections.ed.ac.uk/art/record/22670?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53655?highlight=*:*
 Printmaking and Print Collecting 1500-1700 ,Unknown,https://collections.ed.ac.uk/art/record/21776?highlight=*:*
 Untitled (1981),Colin A. Lawson,https://collections.ed.ac.uk/art/record/99530?highlight=*:*
 Unknown (1974),Ian Robertson,https://collections.ed.ac.uk/art/record/50390?highlight=*:*
 Italian Cityscape (1953-1954),Trevor Stubley,https://collections.ed.ac.uk/art/record/20798?highlight=*:*
 Untitled (1996),Jennifer C. Lindsay,https://collections.ed.ac.uk/art/record/21930?highlight=*:*
 The World from Space (1998),John Brown,https://collections.ed.ac.uk/art/record/21864?highlight=*:*
 Nude in Studio Interior (1896),Samuel John Peploe,https://collections.ed.ac.uk/art/record/20739?highlight=*:*
 Standing Nude Woman ,Bruce W. Black,https://collections.ed.ac.uk/art/record/122820?highlight=*:*
 Two Red Abstract People ,Francis Convery,https://collections.ed.ac.uk/art/record/111440?highlight=*:*
 Untitled (1988),Jodie Pear,https://collections.ed.ac.uk/art/record/21552?highlight=*:*
 Teacup ,Emma Gillies,https://collections.ed.ac.uk/art/record/53635?highlight=*:*
 Architectural Frieze with Lion's Head ,Unknown,https://collections.ed.ac.uk/art/record/20535?highlight=*:*
 Portrait of an Elderly Man (1953),Ian Short,https://collections.ed.ac.uk/art/record/21204?highlight=*:*
 Unknown (1958),Andrew P. W. Conkie,https://collections.ed.ac.uk/art/record/50527?highlight=*:*
 Untitled (1968),Gerard McGeary,https://collections.ed.ac.uk/art/record/22006?highlight=*:*
 The Deposition (Circa 1966),Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/22605?highlight=*:*
 Unknown (1963),Janette Brown,https://collections.ed.ac.uk/art/record/50396?highlight=*:*
 In Edinburgh Carnival '65 (1965),Kenneth R Duffy,https://collections.ed.ac.uk/art/record/99493?highlight=*:*
 Abstract Composition with Brown and Grey (1960),Denness Morton,https://collections.ed.ac.uk/art/record/21083?highlight=*:*
 Study for Mural - Industrial Unrest ,Robert M E Callender,https://collections.ed.ac.uk/art/record/21147?highlight=*:*
 Seated Female Nude (Circa 1948),Marion M Cooper,https://collections.ed.ac.uk/art/record/122868?highlight=*:*
 Mythological Landscape (diptych) (1990),Robert Euman,https://collections.ed.ac.uk/art/record/122909?highlight=*:*
 Portrait of a Woman (1958),Peter Stitt,https://collections.ed.ac.uk/art/record/20958?highlight=*:*
 Untitled (1962),Chris Holmes,https://collections.ed.ac.uk/art/record/21770?highlight=*:*
 Unknown (1952),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/50568?highlight=*:*
 Figure with Hanging Clothes (1971),Dorothy W. Baillie,https://collections.ed.ac.uk/art/record/22553?highlight=*:*
 East Frieze of the Parthenon Frieze (1836-1837),,https://collections.ed.ac.uk/art/record/20687?highlight=*:*
 Reclining Female Nude (JAN 1958),Walter Miller,https://collections.ed.ac.uk/art/record/20906?highlight=*:*
 Untitled (2003),Carolyn Muskat,https://collections.ed.ac.uk/art/record/99955?highlight=*:*
 Abstract ,V. Constant,https://collections.ed.ac.uk/art/record/111443?highlight=*:*
 Portrait of a Boy (1955),Peter McGinn,https://collections.ed.ac.uk/art/record/21219?highlight=*:*
 Portrait of a Man ,Robin E. Bownass,https://collections.ed.ac.uk/art/record/22669?highlight=*:*
 Unknown (1946),Alan Lefley,https://collections.ed.ac.uk/art/record/50484?highlight=*:*
 Cantoria (left panel) ,Unknown,https://collections.ed.ac.uk/art/record/20578?highlight=*:*
 From Ponte Rialto Venezia (10 MAR 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20854?highlight=*:*
 Untitled (1962),Chris Holmes,https://collections.ed.ac.uk/art/record/21771?highlight=*:*
 Untitled (Unknown),Robert Henderson Blyth,https://collections.ed.ac.uk/art/record/21689?highlight=*:*
 Interior and Window (1971),Karol Prentice,https://collections.ed.ac.uk/art/record/21364?highlight=*:*
 Portrait of a Young Man (1950),Joseph Maxwell,https://collections.ed.ac.uk/art/record/21060?highlight=*:*
 Bathers (1962),Vivien Alexander,https://collections.ed.ac.uk/art/record/22524?highlight=*:*
 Lamb (1920s),Emma Gillies,https://collections.ed.ac.uk/art/record/122126?highlight=*:*
 Untitled (Feb 1963),John Bellany,https://collections.ed.ac.uk/art/record/21534?highlight=*:*
 Untitled (Unknown),Kerys Ellery,https://collections.ed.ac.uk/art/record/21615?highlight=*:*
 Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99811?highlight=*:*
 Unknown (1947),Eric Forrest,https://collections.ed.ac.uk/art/record/50587?highlight=*:*
 Performing Labour in an Industrial Setting I (2020),"Aisling Ward, Oliver Harris",https://collections.ed.ac.uk/art/record/113775?highlight=*:*
 Unknown (1952),Rosemary Bagshaw,https://collections.ed.ac.uk/art/record/53519?highlight=*:*
 Untitled (1989),Jane R. Nicoll,https://collections.ed.ac.uk/art/record/22566?highlight=*:*
 Portrait of a Seated Woman (1957),Sheena McEwan,https://collections.ed.ac.uk/art/record/21008?highlight=*:*
 Cello playing Clown (Circa 1965),William Gillon,https://collections.ed.ac.uk/art/record/21311?highlight=*:*
 Still Life with Kettle ,Ronald G Browne,https://collections.ed.ac.uk/art/record/122919?highlight=*:*
 Untitled (Unknown),Victoria Bimie,https://collections.ed.ac.uk/art/record/21962?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21821?highlight=*:*
 Valerie (Circa 1987),Renny Tait,https://collections.ed.ac.uk/art/record/20752?highlight=*:*
 Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21891?highlight=*:*
 Unknown (1949),Betty Elston,https://collections.ed.ac.uk/art/record/50582?highlight=*:*
 Study for Two Figure Composition (1949),Douglas Baxter,https://collections.ed.ac.uk/art/record/50576?highlight=*:*
 Unknown (1947-1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/50439?highlight=*:*
 Untitled - Portrait of a Female with Fringe (1963-1964),Irene G. Thomson,https://collections.ed.ac.uk/art/record/99420?highlight=*:*
 Skeleton (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21023?highlight=*:*
 The Berwick Law (Feb 1983),Wendy McMurdo,https://collections.ed.ac.uk/art/record/21811?highlight=*:*
 Abstract Still Life with Jug and Fruit Bowl (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21080?highlight=*:*
 Head of a Companion of Odysseus ,Unknown,https://collections.ed.ac.uk/art/record/20583?highlight=*:*
 Standing Female Nude (1957),Peter Coyle,https://collections.ed.ac.uk/art/record/20969?highlight=*:*
 Goat ,Emma Gillies,https://collections.ed.ac.uk/art/record/53754?highlight=*:*
 Untitled (Unknown),Victoria C F Bernie,https://collections.ed.ac.uk/art/record/21787?highlight=*:*
 Edinburgh College of Art War Memorial (1922),"Charles d'Orville Pilkington-Jackson ARSA, FRBS, FRSA, FC Mears",https://collections.ed.ac.uk/art/record/99985?highlight=*:*
 Unknown (1939),Eleanora Borrie,https://collections.ed.ac.uk/art/record/50608?highlight=*:*
 Japanese Scene with Fish ,George M. Donald,https://collections.ed.ac.uk/art/record/112494?highlight=*:*
 Firenze Winter (1958),Beatrice Patricia Grimshaw,https://collections.ed.ac.uk/art/record/53478?highlight=*:*
 Saucer ,Emma Gillies,https://collections.ed.ac.uk/art/record/53657?highlight=*:*
 Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50554?highlight=*:*
 Tree-lined Lane ,Garry Marshall,https://collections.ed.ac.uk/art/record/21431?highlight=*:*
 Inscription Panel from Trajan's Column (Left side) ,Unknown,https://collections.ed.ac.uk/art/record/20536?highlight=*:*
 Lillian Willey collar (1950),Lilian Willey,https://collections.ed.ac.uk/art/record/102707?highlight=*:*
 Standing Male Nude (1953),Allan Sutherland,https://collections.ed.ac.uk/art/record/20979?highlight=*:*
 Untitled (1962),John Picking,https://collections.ed.ac.uk/art/record/111040?highlight=*:*
 Portrait of a Standing Woman (07 Feb 1957),Albert Robson,https://collections.ed.ac.uk/art/record/20814?highlight=*:*
 Graveyard and Church ,John Brown,https://collections.ed.ac.uk/art/record/21525?highlight=*:*
 Portrait of a Woman (1960),John Johnstone,https://collections.ed.ac.uk/art/record/21356?highlight=*:*
 Untitled ,Roy M. W. Cameron,https://collections.ed.ac.uk/art/record/112349?highlight=*:*
 Coastal Village with Church ,Unknown,https://collections.ed.ac.uk/art/record/22733?highlight=*:*
 Step 1 (2013),Maria Hadam,https://collections.ed.ac.uk/art/record/21306?highlight=*:*
 Squeeeeeze (2016),Ruoyan Wang,https://collections.ed.ac.uk/art/record/99240?highlight=*:*
 Untitled (Unknown),Isobel Jack,https://collections.ed.ac.uk/art/record/21624?highlight=*:*
